name,occupations,about,image
عرفان قندی,برنامه نویس فول استک,برنامه‌نویس فول‌استک با تمرکز بر توسعه‌ی بک‌اند با فریم‌ورک Django. دارای تجربه‌ی عملی در طراحی و پیاده‌سازی APIهای RESTful، کار با پایگاه‌های داده و پیاده‌سازی معماری‌های مقیاس‌پذیر. همچنین آشنا با توسعه‌ی رابط کاربری با React و یکپارچه‌سازی فرانت‌اند و بک‌اند در پروژه‌های مختلف. توانمند در کار تیمی، حل مسئله و پیاده‌سازی راه‌حل‌های بهینه در پروژه‌های نرم‌افزاری.,img/profile.jpg
